201221,000000
201222,000000
201233,000000
201234,000000
201235,000000
201236,000000
201237,000000
201238,000000
201239,000000
201240,000000
201241,000000
201242,000000
201243,000000
201247,000000
201248,000000
201249,000000
201256,000000
201257,000000
201258,000000
201260,000000
201265,000000
201266,000000
201267,000000
201268,000000
201269,000000
201270,000000
201271,000000
201272,000000
201274,000000
201275,000000
201279,000000
201282,000000
201283,000000
201287,000000
201288,000000
201294,000000
201295,000000
201299,000000
201308,000000
201309,000000
201310,000000
201311,000000
201312,000000
201313,000000
201315,000000
201322,000000
201323,000000
201330,000000
201331,000000
201342,000000
201343,000000
201346,000000
201347,000000
900001,000000
900002,000000
900003,000000
900004,000000
900005,000000
900006,000000
900007,000000
900008,000000
900009,000000
900010,000000
900011,000000
900012,000000
900013,000000
900014,000000
900015,000000
900016,000000
900017,000000
900018,000000
900019,000000
900020,000000
900021,000000
900030,000000
900031,000000
900032,000000
900033,000000
900034,000000
900035,000000
900036,000000
900037,000000
900038,000000
900039,000000
900040,000000
900041,000000
900042,000000
900043,000000
900044,000000
900045,000000
900046,000000
900047,000000
900048,000000
900050,910100
900051,910110
900051,910120
910006,000000
910007,000000
910008,000000
920005,000000
920006,000000
920007,000000
920008,000000
920009,000000
920010,000000
920011,000000
920012,000000
920013,000000
920014,000000
920015,000000
920016,000000
920017,000000
920018,000000
920019,000000
920020,000000
920021,000000
920022,000000
920023,000000
950000,943120
950001,942150
950002,000000
950003,943110
950005,930120
950006,000000
950007,000000
950008,000000
950009,943100
950010,000000
950011,000000
950012,921100
950018,000000
950019,000000
950020,000000
950103,930100
950104,930110
950107,920220
950108,920240
950109,920230
950110,000000
950115,000000
950116,920260
950117,931100
950118,931110
950119,931120
950120,931130
950801,920250
950901,942130
950907,932100
950908,000000
950910,921120
950911,921130
950912,921140
950913,921150
950914,921160
950915,921110
950921,000000
950922,000000
950923,000000
958000,000000
958001,000000
958002,000000
958003,000000
958004,000000
958005,000000
958006,000000
958007,000000
958008,000000
958009,000000
958010,000000
958011,000000
958012,000000
958013,000000
958016,000000
958017,000000
958018,000000
958019,000000
958020,000000
958022,000000
958023,000000
958024,000000
958025,000000
958026,000000
958027,000000
958028,000000
958030,000000
958031,000000
958032,000000
958033,000000
958034,000000
958036,000000
958037,000000
958038,000000
958039,000000
958040,000000
958041,000000
958045,000000
958046,000000
958047,000000
958049,000000
958051,000000
958052,000000
958054,000000
958056,000000
958057,000000
958059,000000
958230,920190
958231,920200
958291,000000
958295,920210
958297,000000
958404,000000
958405,000000
958406,000000
958407,000000
958408,000000
958409,000000
958410,000000
958411,000000
958412,000000
958413,000000
958414,000000
958415,000000
958416,000000
958417,000000
958418,000000
958419,000000
958420,000000
958421,000000
958422,000000
958423,000000
958976,000000
958977,933110
958978,933000
958979,933120
958980,933130
959070,942380
959071,942390
959072,942400
959073,942410
959151,933100
960000,920120
960001,000000
960002,000000
960003,000000
960006,920330
960007,920290
960008,920280
960009,920320
960010,920420
960011,920170
960012,920180
960014,000000
960015,920300
960016,920160
960017,920350
960018,000000
960020,000000
960021,920310
960022,000000
960024,942460
960032,911100
960034,920430
960035,920440
960038,920450
960208,920370
960209,920360
960335,920380
960341,920390
960342,920400
960343,920410
960901,920270
960902,000000
960904,920340
960911,920100
960912,920130
960913,000000
960914,920140
960915,920150
970003,951100
970004,954120
970007,000000
970008,000000
970009,953100
970010,000000
970011,000000
970012,000000
970013,950130
970014,952100
970015,953110
970016,000000
970017,952110
970017,954100
970018,000000
970021,000000
970118,954110
970901,950100
970902,953120
970903,000000
970904,954130
973300,941320
973301,000000
973302,000000
973303,000000
973304,000000
973305,000000
973306,000000
973307,000000
973308,000000
973309,000000
973310,000000
973311,000000
973312,000000
973313,000000
973314,000000
973315,941190
973316,000000
973317,941300
973318,941290
973319,941310
973320,941280
973321,941270
973322,941250
973323,941240
973324,941230
973325,000000
973326,941200
973327,000000
973328,000000
973329,000000
973330,000000
973331,000000
973332,941330
973333,941340
973334,000000
973335,000000
973336,941110
973337,941120
973338,941140
973339,941130
973340,941160
973341,941170
973342,941180
973343,941100
973344,941100
973345,941220
973346,941210
973347,000000
973348,941260
973350,941150
981000,000000
981001,000000
981003,000000
981004,000000
981005,000000
981006,000000
981007,000000
981018,000000
981020,901100
981021,901110
981022,000000
981033,000000
981034,000000
981035,000000
981036,000000
981037,000000
981038,000000
981039,000000
981040,000000
981041,000000
981042,000000
981043,000000
981044,912120
981045,912130
981046,912140
981047,912150
981048,912160
981049,912170
981050,000000
981051,000000
981052,000000
981053,000000
981054,000000
981055,000000
981056,000000
981057,000000
981058,000000
981059,000000
981060,000000
981061,000000
981062,000000
981063,000000
981064,000000
981075,000000
981076,000000
981077,000000
981078,000000
981079,000000
981080,000000
981081,000000
981082,000000
981083,000000
981084,000000
981085,000000
981086,000000
981087,000000
981088,000000
981089,000000
981090,000000
981091,000000
981092,000000
981093,000000
981094,000000
981095,000000
981096,000000
981097,000000
981098,000000
981099,000000
981100,000000
981101,000000
981102,000000
981103,000000
981104,000000
981105,000000
981110,000000
981131,000000
981132,000000
981133,000000
981134,000000
981136,000000
981137,000000
981138,910140
981139,910190
981140,910000
981141,910150
981142,910160
981143,910170
981144,910180
981145,000000
981172,942420
981173,942430
981175,949100
981176,949190
981177,000000
981178,000000
981179,949110
981180,949120
981181,949130
981182,949140
981183,949150
981184,949160
981185,000000
981186,949170
981187,949180
981188,000000
981189,000000
981190,000000
981191,000000
981192,000000
981193,000000
981194,000000
981195,000000
981196,000000
981197,000000
981198,000000
981199,000000
981200,959100
981201,980100
981202,980110
981203,980120
981204,980130
981205,980140
981219,000000
981220,000000
981221,000000
981222,000000
981223,000000
981224,000000
981227,920110
981228,000000
981229,000000
981230,000000
981231,942440
981235,000000
981236,000000
981237,000000
981238,000000
981239,000000
981240,942300
981241,942230
981242,942330
981243,942370
981244,942180
981245,942260
981246,942340
981247,942360
981248,942210
981249,942310
981250,942170
981251,942350
981252,942240
981253,942320
981254,942280
981255,942190
981256,942250
981257,942200
981260,942450
981261,942100
981270,942290
981272,942160
981276,942270
981277,942220
981300,000000
981301,000000
981302,000000
981303,000000
981304,000000
981305,000000
981306,000000
981307,000000
981308,000000
981309,000000
981310,000000
981311,000000
981312,000000
981313,000000
981314,000000
981315,000000
981316,000000
981317,000000
981318,942110
981319,942120
981320,942140
981400,000000
981401,000000
981402,000000
981403,000000
981404,000000
981405,000000
981406,000000
981407,000000
990002,913100
990012,000000
990901,913110
990902,913120
999003,000000
999004,000000
999005,000000
999006,000000
999008,000000
999010,000000
999011,000000
9700010,951110
9700011,951120
9700012,951130
9700013,951140
9700014,951150
9700015,951160
9700016,951170
9700017,951180
9700018,951190
9700019,951200
9700020,951210
9700021,951220
9700022,951230
9700023,951240
9700024,951250
9700025,951260
